Citation,Manner,Cleaned_Citation
الأخلاق نبتة جذورها في السماء، أما أزهارها وثمارها فتعطر الأرض.,Sentiment: positive,"['الأخلاق', 'نبتة', 'جذورها', 'السماا', 'أزهارها', 'ثمارها', 'فتعطر', 'الأرض']"
التربية الخلقية أهم للإنسان من خبزه وثوبه.,Sentiment: positive,"['التربية', 'الخلقية', 'أهم', 'للإنسان', 'خبزه', 'ثوبه']"
تفسد المؤسسات حين لا تكون قاعدتها الأخلاق.,Sentiment: negative,"['تفسد', 'الماسسات', 'تكون', 'قاعدتها', 'الأخلاق']"
متى صلحت أخلاقنا، وعاد لجوهرنا العربي صفاؤه وطهره، وغسلت عنه الأدران، استعدنا فلسطين، وأعدنا ملك الجدود.,Sentiment: positive,"['صلحت', 'أخلاقنا', 'لجوهرنا', 'العربي', 'صفااه', 'طهره', 'غسلت', 'عنه', 'الأدران', 'استعدنا', 'فلسطين', 'أعدنا', 'ملك', 'الجدود']"
بالنسبة لمعظم الرجال، تصحيح العيوب يعني استبدالها بغيرها.,Good Moral: غَيْر,"['بالنسبة', 'لمعظم', 'الرجال', 'تصحيح', 'العيوب', 'يعني', 'استبدالها', 'بغيرها']"
الطبع غلب التطبع.,Sentiment: positive,"['الطبع', 'غلب', 'التطبع']"
من ولد بغلا لا يصبح حصانًا.,Sentiment: negative,"['لد', 'بغلا', 'يصبح', 'حصانا']"
ابدؤوا بإصلاح الأخلاق فإنها أول الطريق.,Good Moral: إِصْلاح,"['ابداوا', 'بإصلاح', 'الأخلاق', 'فإنها', 'الطريق']"
من ساء خلقه عَذَّبَ نفسه.,Sentiment: negative,"['ساا', 'خلقه', 'عذب', 'نفسه']"
أصحاب الناس بمكارم الأخلاق، فإن الثواء بينهم قليل.,Sentiment: neutral,"['أصحاب', 'الناس', 'بمكارم', 'الأخلاق', 'الثواا', 'بينهم', 'قليل']"
ليست الأخلاق أن تكون صالحًا فحسب، بل أن تكون صالحًا لشيء ما.,Sentiment: positive,"['الأخلاق', 'تكون', 'صالحا', 'فحسب', 'تكون', 'صالحا', 'لشيا']"
في سعة الأخلاق كنوز الأرزاق.,Sentiment: positive,"['سعة', 'الأخلاق', 'كنوز', 'الأرزاق']"
لا يمكن للإنسان أن يصبح عالمًا قبل أن يكون إنسانًا.,Sentiment: negative,"['يمكن', 'للإنسان', 'يصبح', 'عالما', 'يكون', 'إنسانا']"
شيئان ما انفكا يثيران في نفسي إعجاباً والاحترام: السماء ذات النجوم من فوقي، وسمو الأخلاق في نفسي. تنكشف الأخلاق في ساعة الشدة.,Sentiment: positive,"['شيئان', 'انفكا', 'يثيران', 'نفسي', 'إعجابا', 'الاحترام', 'السماا', 'النجوم', 'فوقي', 'سمو', 'الأخلاق', 'نفسي', 'تنكشف', 'الأخلاق', 'ساعة', 'الشدة']"
الخلوق من إذا مدحته خجل وإذا هجوته سكت.,Sentiment: positive,"['الخلوق', 'مدحته', 'خجل', 'هجوته', 'سكت']"
لا مروءة لكذوب، ولا ورع لسيء الخلق.,Good Moral: وَرَع,"['مرواة', 'لكذوب', 'رع', 'لسيا', 'الخلق']"
إِذا بيئةُ الإِنسانِ يومًا تغيَّرَتْ.. فأخلاقه طِبْقًا لها تتغيرُ.,Sentiment: positive,"['بيئة', 'الإنسان', 'يوما', 'تغيرت', 'فأخلاقه', 'طبقا', 'تتغير']"
تواضع عن رفعة، وازهد عن حكمة، وأنصف عن قوة، واعف عن قدرة.,Sentiment: positive,"['تواضع', 'رفعة', 'ازهد', 'حكمة', 'أنصف', 'قوة', 'اعف', 'قدرة']"
الخلوق صدوق، والعنيف ضعيف، والأصيل نبيل والحليم حكيم، والشريف عفيف.,Sentiment: positive,"['الخلوق', 'صدوق', 'العنيف', 'ضعيف', 'الأصيل', 'نبيل', 'الحليم', 'حكيم', 'الشريف', 'عفيف']"
السياسة المدنية هي تدبير المنزل أو المدينة بما يجب بمقتضى الأخلاق والحكمة ليحمل الجمهور على منهاج يكون فيه حفظ النوع وبقاؤه.,Good Moral: الحكمة,"['السياسة', 'المدنية', 'تدبير', 'المنزل', 'المدينة', 'يجب', 'بمقتضى', 'الأخلاق', 'الحكمة', 'ليحمل', 'الجمهور', 'منهاج', 'يكون', 'حفظ', 'النوع', 'بقااه']"
زر المحكمة مرّةً في العام لتعرف فضل الله عليك في حسن الأخلاق، وزر المستشفى مرّةً في الشهر لتعرف فضل الله عليك في الصحة والمرض، وزر الحديقة مرّةً في الأسبوع لتعرف فضل الله عليك في جمال الطبيعة، وزر المكتبة مرة في اليوم لتعرف فضل الله عليك في العقل، وزر ربك كل آن لتعرف فضله عليك في نعم الحياة.,Sentiment: positive,"['زر', 'المحكمة', 'مرة', 'العام', 'لتعرف', 'فضل', 'الله', 'حسن', 'الأخلاق', 'زر', 'المستشفى', 'مرة', 'الشهر', 'لتعرف', 'فضل', 'الله', 'الصحة', 'المرض', 'زر', 'الحديقة', 'مرة', 'الأسبوع', 'لتعرف', 'فضل', 'الله', 'جمال', 'الطبيعة', 'زر', 'المكتبة', 'مرة', 'اليوم', 'لتعرف', 'فضل', 'الله', 'العقل', 'زر', 'ربك', 'آن', 'لتعرف', 'فضله', 'الحياة']"
الاتحاد ثمرة لشجرة ذات فروع وأوراق وجذوع وجذور، هي الأخلاق الفاضلة بمراتبها.,Sentiment: positive,"['الاتحاد', 'ثمرة', 'لشجرة', 'فروع', 'أوراق', 'جذوع', 'جذور', 'الأخلاق', 'الفاضلة', 'بمراتبها']"
رجل بلا أخلاق هو وحش تم إطلاقه على هذا العالم.,Sentiment: negative,"['رجل', 'بلا', 'أخلاق', 'حش', 'تم', 'إطلاقه', 'العالم']"
مكارم الأخلاق عشر: صدق اللسان، وصدق البأس، وإعطاء السائل، وحسن الخلق، والمكافأة بالصنائع، وصلة الرحم.,Good Moral: صِدْق,"['مكارم', 'الأخلاق', 'صدق', 'اللسان', 'صدق', 'البأس', 'إعطاا', 'السائل', 'حسن', 'الخلق', 'المكافأة', 'بالصنائع', 'صلة', 'الرحم']"
فليست الرحمة لونا من الشفقة العارضة، وإنما هي نبع للرقة الدائمة ودماثة الأخلاق وشرف السيرة.,Good Moral: الرحمة,"['فليست', 'الرحمة', 'لونا', 'الشفقة', 'العارضة', 'نبع', 'للرقة', 'الدائمة', 'دماثة', 'الأخلاق', 'شرف', 'السيرة']"
قال أبو بكر الصديق (): فإن أنا أحسنت فأعينوني، وإن أنا زغت فقومني.,Sentiment: neutral,"['قال', 'بكر', 'الصديق', 'أحسنت', 'فأعينوني', 'زغت', 'فقومني']"
فرسان يحملون راية الحق.. هذا ما تحتاجه الأمّة اليوم، ويحتاجه العالم.. وإنّ عدم استخدام السيوف والأحصنة لا يعني عدم وجود الفروسية في زماننا هذا.. الفروسية قبل كل شيء أخلاق وقيم، وغيرة تنتفض بأصحابها للتصدي لقوى الباطل.,Good Moral: غَيْر,"['فرسان', 'يحملون', 'راية', 'الحق', 'تحتاجه', 'الأمة', 'اليوم', 'يحتاجه', 'العالم', 'عدم', 'استخدام', 'السيوف', 'الأحصنة', 'يعني', 'عدم', 'جود', 'الفروسية', 'زماننا', 'الفروسية', 'شيا', 'أخلاق', 'قيم', 'غيرة', 'تنتفض', 'بأصحابها', 'للتصدي', 'لقوى', 'الباطل']"
الحضارة ليست أدوات نستعملها ونستهلكها، وإنما هي أخلاق سامية نوظّفها. نحن لسنا محتاجين إلى كثير من العلم، ولكننا محتاجون إلى كثير من الأخلاق الفاضلة.,Sentiment: positive,"['الحضارة', 'أدوات', 'نستعملها', 'نستهلكها', 'أخلاق', 'سامية', 'نوظفها', 'محتاجين', 'كثير', 'العلم', 'لكننا', 'محتاجون', 'كثير', 'الأخلاق', 'الفاضلة']"
علي ابن أبي طالب: إن كان لا بد من العصبية، فليكن تعصبكم لمكارم الأخلاق ومحامد الأفعال.,Blameworthy Moral: تَعَصُّب,"['علي', 'ابن', 'أبي', 'طالب', 'بد', 'العصبية', 'فليكن', 'تعصبكم', 'لمكارم', 'الأخلاق', 'محامد', 'الأفعال']"
عمرو بن أهتم بن سمي السعدي: لَعَمْرُكَ ما ضاقَتْ بِلاَدٌ بأَهْلِهَا.. ولكنَّ أَخلاقَ الرِّجالِ تَضيقُ,Sentiment: neutral,"['عمرو', 'بن', 'أهتم', 'بن', 'سمي', 'السعدي', 'لعمرك', 'ضاقت', 'بلاد', 'بأهلها', 'أخلاق', 'الرجال', 'تضيق']"
إرنست همنغواي: ما أعرفه هو أن الفعل الأخلاقي هو الذي تحس بعده بالراحة وغير الأخلاقي هو ما تحس بعده بعدم الراحة.,Good Moral: غَيْر,"['إرنست', 'همنغواي', 'أعرفه', 'الفعل', 'الأخلاقي', 'تحس', 'بعده', 'بالراحة', 'الأخلاقي', 'تحس', 'بعده', 'بعدم', 'الراحة']"
ليو تولستوي: ليس الكمال الأخلاقي الذي يبلغه المرء هو الذي يهمنا، بل الطريقة التي يبلغه بها.,Sentiment: neutral,"['ليو', 'تولستوي', 'الكمال', 'الأخلاقي', 'يبلغه', 'المرا', 'يهمنا', 'الطريقة', 'يبلغه']"
أنطون سعادة: نحن لا نرضى إلا حياة الأحرار، ولا نرضى إلا أخلاق الأحرار.,Sentiment: positive,"['أنطون', 'سعادة', 'نرضى', 'حياة', 'الأحرار', 'نرضى', 'أخلاق', 'الأحرار']"
عندما تجد الشخص يتحدث عن نفسه كثيرا فاعلم أنه يتصف بصفة الكذب.,Blameworthy Moral: كِذْب,"['عندما', 'تجد', 'الشخص', 'يتحدث', 'نفسه', 'فاعلم', 'أنه', 'يتصف', 'بصفة', 'الكذب']"
إياك أن تتمنى أن تكون مثل قمة الجبل ، فنحن نرى قمة الجبل صغيرة من بعيد ، وهي ترانا كذلك صغار من الأعلى.,Sentiment: positive,"['تتمنى', 'تكون', 'قمة', 'الجبل', 'فنحن', 'نرى', 'قمة', 'الجبل', 'صغيرة', 'بعيد', 'ترانا', 'صغار', 'الأعلى']"
الإرادة هي أهم عنصر من عناصر الأخلاق.,Sentiment: positive,"['الإرادة', 'أهم', 'عنصر', 'عناصر', 'الأخلاق']"
يمكننا تشبيه الأخلاق بشجرة تمتد جذورها إلى السماء.,Sentiment: positive,"['يمكننا', 'تشبيه', 'الأخلاق', 'بشجرة', 'تمتد', 'جذورها', 'السماا']"
على الإنسان أن يحاسب نفسه قبل أن يحاسب الآخرين.,Sentiment: negative,"['الإنسان', 'يحاسب', 'نفسه', 'يحاسب', 'الآخرين']"
إذا ظلمك أحد ما فلا تستعين بظالم آخر لتأخذ حقك ، فستصبح فريسة لكلا الاثنين.,Blameworthy Moral: ظُلْم,"['ظلمك', 'تستعين', 'بظالم', 'آخر', 'لتأخذ', 'حقك', 'فستصبح', 'فريسة', 'لكلا', 'الاثنين']"
عليك قول الحق ولو كان على نفسك.,Sentiment: positive,"['قول', 'الحق', 'نفسك']"
قال الإمام علي بن أبى طالب كرم الله وجهه : إن كانت العصبية ضرورية فليكن ذلك من أجل مكارم الأخلاق ومحامد الأفعال.,Blameworthy Moral: ذُلّ,"['قال', 'الإمام', 'علي', 'بن', 'أبى', 'طالب', 'كرم', 'الله', 'جهه', 'كانت', 'العصبية', 'ضرورية', 'فليكن', 'مكارم', 'الأخلاق', 'محامد', 'الأفعال']"
أكثر ما يفسد الأخلاق هو المال.,Sentiment: negative,"['يفسد', 'الأخلاق', 'المال']"
هي الأخلاق تنبت كالنبات.. إذا سقيت بماء المكرمات فكيف تظنّ بالأبناء خيرًا.. إذا نشأوا بحضن السافلات.,Sentiment: positive,"['الأخلاق', 'تنبت', 'كالنبات', 'سقيت', 'بماا', 'المكرمات', 'تظن', 'بالأبناا', 'خيرا', 'نشأوا', 'بحضن', 'السافلات']"
جمال الأخلاق يغطي الكثير من السيئات ، كما أن الأخلاق السيئة تمنع الحسنات.,Sentiment: negative,"['جمال', 'الأخلاق', 'يغطي', 'الكثير', 'السيئات', 'الأخلاق', 'السيئة', 'تمنع', 'الحسنات']"
ليس من العيب أن ترتكب خطأ ولكن العيب أن نعلم بالخطأ ونتغاضى عنه.,Sentiment: negative,"['العيب', 'ترتكب', 'خطأ', 'العيب', 'نعلم', 'بالخطأ', 'نتغاضى', 'عنه']"
قد يكسب الإنسان قلوب الآخرين بدون أن ينطق بكلمة واحدة، فأخلاقه تنطق بالصفات الكريمة والأخلاق الحميدة.,Sentiment: positive,"['يكسب', 'الإنسان', 'قلوب', 'الآخرين', 'بدون', 'ينطق', 'بكلمة', 'احدة', 'فأخلاقه', 'تنطق', 'بالصفات', 'الكريمة', 'الأخلاق', 'الحميدة']"
في حالة طلب عدوك منك نصيحة فقدمه لها لأنه بذلك ينتقل من معاداتك إلى موالاتك.,Good Moral: نَصِيح,"['حالة', 'طلب', 'عدوك', 'منك', 'نصيحة', 'فقدمه', 'لأنه', 'بذلك', 'ينتقل', 'معاداتك', 'موالاتك']"
مهما كان بينك وبين الناس وحتى لو كانت شعرة فاحذر أن تقطعها.,Sentiment: positive,"['بينك', 'الناس', 'كانت', 'شعرة', 'فاحذر', 'تقطعها']"
عليك أن تكون رحيما لان الرحمة تخلق السلام بين الأشخاص، وعليك أيضا أن تكون أديبا لأن الأدب يجمع بين القلوب المتنافرة.,Good Moral: الرحمة,"['تكون', 'رحيما', 'لان', 'الرحمة', 'تخلق', 'السلام', 'الأشخاص', 'تكون', 'أديبا', 'لأن', 'الأدب', 'يجمع', 'القلوب', 'المتنافرة']"
الشخص بدون أخلاق هو عبارة عن وحش تم إطلاقه على هذا العالم.,Sentiment: negative,"['الشخص', 'بدون', 'أخلاق', 'عبارة', 'حش', 'تم', 'إطلاقه', 'العالم']"
من العار عليك أن تنهى عن خلق سيئ ثم تفعله أنت بعد ذلك.,Blameworthy Moral: ذُلّ,"['العار', 'تنهى', 'خلق', 'سيئ', 'تفعله']"
إذا لم تمتلك ما تعطيه للآخرين ، فأعطهم كلمة طيبة، وخالقهم بأخلاق حسنة.,Sentiment: positive,"['تمتلك', 'تعطيه', 'للآخرين', 'فأعطهم', 'كلمة', 'طيبة', 'خالقهم', 'بأخلاق', 'حسنة']"
أن تعطي قليلاً أفضل لك من لا تعطي أبدا.,Sentiment: positive,"['تعطي', 'قليلا', 'أفضل', 'تعطي']"
إذا كنت لا تحترم عقليات الآخرين فكيف تريدهم أن يحترموا عقليتك.,Sentiment: negative,"['كنت', 'تحترم', 'عقليات', 'الآخرين', 'تريدهم', 'يحترموا', 'عقليتك']"
من أبيات الشعر التي تتحدث عن الأخلاق.,Sentiment: positive,"['أبيات', 'الشعر', 'تتحدث', 'الأخلاق']"
قبل أن يصبح الإنسان عالما عليه أولا أن يكون إنساناً.,Sentiment: neutral,"['يصبح', 'الإنسان', 'عالما', 'أولا', 'يكون', 'إنسانا']"
لا ترد على من يسيء إليك بالاسائة أيضا فستصبح بذلك سيئاً مثله.,Sentiment: positive,"['ترد', 'يسيا', 'بالاسائة', 'فستصبح', 'بذلك', 'سيئا', 'مثله']"
إياك أن تترك الإصرار والحماس الذي بداخلك يحولانك إلى إنسان عنيد وجاهل.,Sentiment: positive,"['تترك', 'الإصرار', 'الحماس', 'بداخلك', 'يحولانك', 'إنسان', 'عنيد', 'جاهل']"
تعتبر الأخلاق أهم مقوم للحياة ، وأساس النجاح لكل أمة.,Sentiment: positive,"['تعتبر', 'الأخلاق', 'أهم', 'مقوم', 'للحياة', 'أساس', 'النجاح', 'لكل', 'أمة']"
عليك بأن تفعل الخير وحتى لو في المكان الخاطئ فسيبقى خيرا وسيزدهر يوما ما.,Sentiment: positive,"['بأن', 'تفعل', 'الخير', 'المكان', 'الخاطئ', 'فسيبقى', 'خيرا', 'سيزدهر', 'يوما']"
شيئان ما انفكا يثيران في نفسي الإعجاب والاحترام: السماء ذات النجوم من فوقي، وسمو الأخلاق في نفسي.,Sentiment: positive,"['شيئان', 'انفكا', 'يثيران', 'نفسي', 'الإعجاب', 'الاحترام', 'السماا', 'النجوم', 'فوقي', 'سمو', 'الأخلاق', 'نفسي']"
كفى المرء فضلاً أن تُعَدَّ معايبه.,Sentiment: negative,"['كفى', 'المرا', 'تعد', 'معايبه']"
تنكشف الأخلاق في ساعة الشدّة.,Sentiment: negative,"['تنكشف', 'الأخلاق', 'ساعة', 'الشدة']"
إذا لم تستحي فافعل ما تشاء.,Sentiment: neutral,"['تستحي', 'فافعل', 'تشاا']"
لَأَنْ يَصْحَبني فاجرٌ حَسَنُ الخُلُقِ، أَحَبُّ إليَّ من أن يَصْحَبَني عابدٌ سَيء الخُلُقِ.,Sentiment: neutral,"['لأن', 'يصحبني', 'فاجر', 'حسن', 'الخلق', 'أحب', 'إلي', 'يصحبني', 'عابد', 'سيا', 'الخلق']"
إذا أردت أن تطاع فأمر بما يستطاع.,Sentiment: positive,"['أردت', 'تطاع', 'فأمر', 'يستطاع']"
إذا أنتَ أكرمت الكريم مَلكته وإن أنتَ أكرمتَ اللئيم تمردا.,Sentiment: positive,"['أكرمت', 'الكريم', 'ملكته', 'أكرمت', 'اللئيم', 'تمردا']"
الخلوق مَن إذا مَدحته خجل وإذا هجوته سكت.,Sentiment: positive,"['الخلوق', 'مدحته', 'خجل', 'هجوته', 'سكت']"
ليس بين العلو والانحطاط سوى خطوة واحدة.,Sentiment: negative,"['العلو', 'الانحطاط', 'خطوة', 'احدة']"
النميمة تعد من أقبح الصفات وأكثرهم ذنبًا بين العديد من الأخلاق السيئة، كما تتسبب في العديد من الخلافات والفتن بين الناس.,Blameworthy Moral: نَمِيم,"['النميمة', 'تعد', 'أقبح', 'الصفات', 'أكثرهم', 'ذنبا', 'العديد', 'الأخلاق', 'السيئة', 'تتسبب', 'العديد', 'الخلافات', 'الفتن', 'الناس']"
كما أن التجسس يعد من ضمن الأمثلة على سوء الخلق، وهناك الكثير من الأشخاص يرغبون في التعرف على أسرار المحيطين بهم دائمًا.,Blameworthy Moral: تَجَسُّس,"['التجسس', 'يعد', 'ضمن', 'الأمثلة', 'سوا', 'الخلق', 'الكثير', 'الأشخاص', 'يرغبون', 'التعرف', 'أسرار', 'المحيطين', 'دائما']"
أما الكذب فيعد من الصفات السيئة المنتشرة في الكثير من الناس، والتي تعد من صفات الكافرين لذا يجلب العديد من المشاكل.,Blameworthy Moral: كِذْب,"['الكذب', 'فيعد', 'الصفات', 'السيئة', 'المنتشرة', 'الكثير', 'الناس', 'تعد', 'صفات', 'الكافرين', 'لذا', 'يجلب', 'العديد', 'المشاكل']"
كما أن هذه الصفات لابد من الابتعاد عنها، وذلك لأنها تتسبب بشكل كبير في العديد من الخلافات والعقبات في المجتمع.,Blameworthy Moral: ذُلّ,"['الصفات', 'لابد', 'الابتعاد', 'عنها', 'لأنها', 'تتسبب', 'بشكل', 'كبير', 'العديد', 'الخلافات', 'العقبات', 'المجتمع']"
إذا المرء لم يدنس من اللؤم عرضه فكل رداء يرتديه جميل.,Sentiment: positive,"['المرا', 'يدنس', 'اللام', 'عرضه', 'فكل', 'رداا', 'يرتديه', 'جميل']"
لا يمكن للإنسان أن يصبح عالماً قبل أن يكون إنساناً.,Sentiment: negative,"['يمكن', 'للإنسان', 'يصبح', 'عالما', 'يكون', 'إنسانا']"
الشرير لا يظن بالناس خيراً.,Sentiment: negative,"['الشرير', 'يظن', 'بالناس', 'خيرا']"
من يرم الشوك لدى جاره يراه ينبت في حديقته.,Sentiment: negative,"['يرم', 'الشوك', 'جاره', 'يراه', 'ينبت', 'حديقته']"
ما أقبح بالإنسان باطناً عليلاً وظاهراً جميلاً.,Sentiment: negative,"['أقبح', 'بالإنسان', 'باطنا', 'عليلا', 'ظاهرا', 'جميلا']"
المنافق لسانه يسرّ وقلبه يضرّ.,Sentiment: negative,"['المنافق', 'لسانه', 'يسر', 'قلبه', 'يضر']"
المنافق هو من يمتاز بحلو وعذب الكلام ليقنعك بأنه صادق، وقادر على القيام بأي شيء تطلبه منه.,Sentiment: negative,"['المنافق', 'يمتاز', 'بحلو', 'عذب', 'الكلام', 'ليقنعك', 'بأنه', 'صادق', 'قادر', 'القيام', 'بأي', 'شيا', 'تطلبه']"
النفاق الاجتماعي في زماننا هو التلون في العلاقات، وعدم الوضوح في المواقف والمبادئ والأحاديث لغرض الإفساد أو الانتفاع الشخصي.,Blameworthy Moral: نِفاق,"['النفاق', 'الاجتماعي', 'زماننا', 'التلون', 'العلاقات', 'عدم', 'الوضوح', 'المواقف', 'المبادئ', 'الأحاديث', 'لغرض', 'الإفساد', 'الانتفاع', 'الشخصي']"
إذا نطق السَّفِيه فلا تجِبْه * فخيرٌ مِن إجابتِه السُّكوتُ.,Sentiment: neutral,"['نطق', 'السفيه', 'تجبه', 'فخير', 'إجابته', 'السكوت']"
سكتُّ عن السَّفِيه فظنَّ أني * عييتُ عن الجوابِ وما عييتُ.,Sentiment: neutral,"['سكت', 'السفيه', 'فظن', 'أني', 'عييت', 'الجواب', 'عييت']"
شرارُ النَّاسِ لو كانوا جميعًا * قذى في جوفِ عيني ما قذيتُ.,Sentiment: negative,"['شرار', 'الناس', 'كانوا', 'جميعا', 'قذى', 'جوف', 'عيني', 'قذيت']"
فلستُ مجاوبًا أبدًا سفيهًا * خزيتُ لمن يجافيه خزيتُ.,Sentiment: positive,"['فلست', 'مجاوبا', 'سفيها', 'خزيت', 'يجافيه', 'خزيت']"
المنافق قوله جميل وفعله الداء الدخيل.,Sentiment: negative,"['المنافق', 'قوله', 'جميل', 'فعله', 'الداا', 'الدخيل']"
لا تبالغ في المجاملة حتى لا تسقط في بئر النفاق.,Blameworthy Moral: نِفاق,"['تبالغ', 'المجاملة', 'تسقط', 'بئر', 'النفاق']"
المنافق الحقيقي هو الذي لا يُدرَك خداعة لأنه يكذب بصدق.,Blameworthy Moral: خَدّاع,"['المنافق', 'الحقيقي', 'يدرك', 'خداعة', 'لأنه', 'يكذب', 'بصدق']"
سأل رجل صاحبه لماذا هواء الفجر نقي؟  لأنه يخلو من أنفاس المنافقين.,Sentiment: neutral,"['سأل', 'رجل', 'صاحبه', 'لماذا', 'هواا', 'الفجر', 'نقي', 'لأنه', 'يخلو', 'أنفاس', 'المنافقين']"
الذنب الوحيد الذي لا يمكن غفرانه هو النفاق فتوبة المنافق هي في حد ذاتها نفاق آخر.,Blameworthy Moral: نِفاق,"['الذنب', 'الوحيد', 'يمكن', 'غفرانه', 'النفاق', 'فتوبة', 'المنافق', 'حد', 'ذاتها', 'نفاق', 'آخر']"
إذا احترق منزل جارك، فإنما المقصود هو أنت.,Sentiment: negative,"['احترق', 'منزل', 'جارك', 'فإنما', 'المقصود']"
الجار السيئ يعطيك الإبرة دون خيط.,Sentiment: negative,"['الجار', 'السيئ', 'يعطيك', 'الإبرة', 'خيط']"
اسأل عن الجار قبل الدار.,Sentiment: negative,"['اسأل', 'الجار', 'الدار']"
الجار جار ولو جار.,Sentiment: positive,"['الجار', 'جار', 'جار']"
من تعدى على جاره دل على لؤم نجاره.,Sentiment: negative,"['تعدى', 'جاره', 'دل', 'نجاره']"
دار جار السوء بالصبر وإن لم تجد صبراً فما أحلى النقل.,Good Moral: صَبْر,"['دار', 'جار', 'السوا', 'بالصبر', 'تجد', 'فما', 'أحلى', 'النقل']"
أكثر الناس كذباً من يكثر الحديث عن نفسه.,Sentiment: positive,"['الناس', 'كذبا', 'يكثر', 'الحديث', 'نفسه']"
القلوب أوعية والشفاه أقفالها والألسن مفاتيحها، فليحفظ كل إنسان مفتاح سره.,Sentiment: positive,"['القلوب', 'أوعية', 'الشفاه', 'أقفالها', 'الألسن', 'مفاتيحها', 'فليحفظ', 'إنسان', 'مفتاح', 'سره']"
السعادة والواجب الأخلاقي متصلان لا ينفصلان. القناعة كنز لا يفنى.,Good Moral: القناعة,"['السعادة', 'الواجب', 'الأخلاقي', 'متصلان', 'ينفصلان', 'القناعة', 'كنز', 'يفنى']"
لا تكن كقمة الجبل، ترى الناس صغاراً ويراها الناس صغيرة.,Sentiment: negative,"['تكن', 'كقمة', 'الجبل', 'ترى', 'الناس', 'صغارا', 'يراها', 'الناس', 'صغيرة']"
تنكشف الأخلاق في ساعة الشِّدة.,Sentiment: negative,"['تنكشف', 'الأخلاق', 'ساعة', 'الشدة']"
إذا كنت صادقاً فلماذا الحلف.,Sentiment: negative,"['كنت', 'صادقا', 'الحلف']"
لن تستطيع العطاء بدون الحب، ولن تستطيع أن تحب بدون التسامح.,Sentiment: positive,"['تستطيع', 'العطاا', 'بدون', 'الحب', 'تستطيع', 'تحب', 'بدون', 'التسامح']"
إن النفاق هو زيف أخلاقي يبرهن على قيمة الأخلاق الصحيحة.,Blameworthy Moral: نِفاق,"['النفاق', 'زيف', 'أخلاقي', 'يبرهن', 'قيمة', 'الأخلاق', 'الصحيحة']"
لا تضع سُلمك على الحائط الخاطئ، حتى لا يكون على حساب كرامتك أو أهلك أو دينك.,Sentiment: negative,"['تضع', 'سلمك', 'الحائط', 'الخاطئ', 'يكون', 'حساب', 'كرامتك', 'أهلك', 'دينك']"
إذا أصيب القوم في أخلاقهم.. فأقم عليهم مأتماً وعويلاً.,Sentiment: neutral,"['أصيب', 'القوم', 'أخلاقهم', 'فأقم', 'عليهم', 'مأتما', 'عويلا']"
إذا أردت أن تعرف أخلاق رجل فضع في يده سُلطة ثم انظر كيف يتصرف.,Sentiment: positive,"['أردت', 'تعرف', 'أخلاق', 'رجل', 'فضع', 'يده', 'سلطة', 'انظر', 'يتصرف']"
لا تطلب من الغير تمجيد عقليتك، بينما أنت لا تحترم عقليتهم.,Good Moral: غَيْر,"['تطلب', 'الغير', 'تمجيد', 'عقليتك', 'بينما', 'تحترم', 'عقليتهم']"
أخلاقياتك هي رصيدك عند الناس، فأحسن عملك وخلقك تكن أغنى الأغنياء، وإن أردت الإشهار بإفلاسك فسوء خلقك يدعمك لذلك.,Sentiment: positive,"['أخلاقياتك', 'رصيدك', 'الناس', 'فأحسن', 'عملك', 'خلقك', 'تكن', 'أغنى', 'الأغنياا', 'أردت', 'الإشهار', 'بإفلاسك', 'فسوا', 'خلقك', 'يدعمك', 'لذلك']"
نحن لا نرضى إلّا حياة الأحرار، ولا نرضى إلّا أخلاق الأحرار.,Sentiment: negative,"['نرضى', 'حياة', 'الأحرار', 'نرضى', 'أخلاق', 'الأحرار']"
راقب الله عند فتح جفنك وإطباقه. يمكن للإنسان أن يدخل قلوب الآخرين دون أن ينطق بكلمة واحدة، إذ يكفيه سلوكه الناطق بالصفات الكريمة والأخلاق الحميدة.,Sentiment: positive,"['راقب', 'الله', 'فتح', 'جفنك', 'إطباقه', 'يمكن', 'للإنسان', 'يدخل', 'قلوب', 'الآخرين', 'ينطق', 'بكلمة', 'احدة', 'يكفيه', 'سلوكه', 'الناطق', 'بالصفات', 'الكريمة', 'الأخلاق', 'الحميدة']"
إذا أسدى شخصاً إليك جميلاً فحذار أن تنساه.,Sentiment: positive,"['أسدى', 'شخصا', 'جميلا', 'فحذار', 'تنساه']"
الناس عقليات وتفاوت فمنهم الغبي وهذا ما يسمى بالساذج، ومنهم الذكي وهذا ما يسمى بالفطين، ومنهم الفطين جداً وهذا ما يسمى بالنبيل أو الخارق، ومنهم المُلم ذو البصيرة الحاضرة في كل أمر وهذا ما يسمى بالحكيم، ومنهم الطبيعي وهذا ما يسمى بالعقلية السائدة.,Sentiment: neutral,"['الناس', 'عقليات', 'تفاوت', 'فمنهم', 'الغبي', 'يسمى', 'بالساذج', 'منهم', 'الذكي', 'يسمى', 'بالفطين', 'منهم', 'الفطين', 'جدا', 'يسمى', 'بالنبيل', 'الخارق', 'منهم', 'الملم', 'البصيرة', 'الحاضرة', 'أمر', 'يسمى', 'بالحكيم', 'منهم', 'الطبيعي', 'يسمى', 'بالعقلية', 'السائدة']"
